treat,buttonpresses,bpressestest,age,gender,education,conscientious1,conscientious2_r,conscientious3,conscientious4,agreeable1,agreeable2_r,neurotic1,neurotic2_r,open1_r,open2,extraversion1_r,extraversion2,altruism1,altruism2,risk1,posreciprocity1,posreciprocity2,socialcomp1,socialcomp2_r,socialcomp3,competition1,competition2,competition3,competition4,risks5,risks6,risks8,risks9,risks12,risks13,risks15,risks16,risks20,risks21,risks23,risks24,risks27,risks28,risks30,risks31,loss1,loss_change,treat_1,treat_2,treat_3,treat_4,treat_5,treat_6,treat_7
5,2767,71,47,0,1,3,4,4,3,4,3,3,3,3,4,4,2,150,7,4,5,9,4,3,2,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
6,2300,70,31,1,4,3,2,3,3,3,3,2,4,3,2,4,2,500,8,4,5,9,3,4,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
4,2135,39,51,1,7,5,2,4,5,5,4,2,5,4,4,4,5,0,5,2,4,10,5,2,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
2,2195,50,30,0,4,4,5,3,4,3,5,4,5,4,3,4,5,500,9,8,5,10,4,5,5,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0
5,2306,46,36,1,4,4,4,4,5,2,4,2,5,2,4,5,1,200,10,1,2,10,5,4,4,3,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3,2500,59,39,0,4,3,4,5,4,3,2,3,4,3,3,4,4,100,8,7,1,8,3,4,3,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0
7,2456,61,35,0,4,4,2,5,5,5,1,3,3,4,4,4,4,300,10,10,2,10,5,2,4,3,5,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
1,2324,40,41,0,4,4,2,4,5,5,4,3,2,4,5,4,2,600,8,6,4,10,5,4,4,4,5,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
3,2163,37,71,1,2,5,1,4,4,4,2,4,3,1,4,2,5,100,10,3,2,9,4,3,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
2,357,14,30,1,3,4,1,4,4,4,4,4,4,4,4,4,4,1000,9,8,5,9,4,2,4,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
5,2229,49,54,1,5,4,1,4,5,5,2,4,1,4,5,4,2,400,10,5,6,10,4,4,2,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
6,1600,44,56,1,2,5,1,5,5,2,4,2,5,2,3,5,1,0,8,1,2,8,2,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
1,2351,72,28,1,4,4,3,4,3,4,2,4,2,3,4,2,4,25,8,4,2,10,2,4,1,3,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
7,2400,65,29,1,5,5,1,5,4,2,1,5,5,4,2,5,1,250,7,7,0,8,4,5,2,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
4,2491,34,45,0,4,5,1,5,5,2,4,2,3,1,5,4,4,100,9,7,4,10,5,2,4,5,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
3,2203,46,54,1,5,4,3,3,4,4,2,4,2,2,4,4,2,600,8,5,6,9,2,4,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
4,2025,44,23,0,4,4,3,3,5,4,4,3,4,2,5,4,3,200,5,6,2,8,2,3,3,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
7,2063,41,37,1,4,4,2,4,4,4,3,4,4,5,1,5,1,0,10,1,5,10,4,2,3,5,4,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
5,2648,61,44,1,4,5,2,5,5,4,2,4,3,2,3,4,2,100,10,10,1,10,5,3,4,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0
2,2007,51,33,0,4,4,1,4,4,3,3,4,2,3,3,1,4,0,3,8,0,7,2,4,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
1,2032,0,59,1,4,5,1,5,5,5,1,5,2,3,5,5,5,160,10,3,4,10,5,5,1,3,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
6,1602,32,23,0,4,4,4,5,4,4,3,3,2,1,5,4,3,300,8,7,2,8,4,4,3,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
1,2186,51,70,0,3,4,1,4,5,4,1,5,1,1,5,2,4,100,10,5,6,10,2,4,2,4,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
6,2600,33,54,1,5,5,2,4,4,4,2,3,4,2,3,4,3,150,9,6,4,10,4,3,2,4,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
2,2021,78,27,0,4,5,1,5,5,4,4,5,1,5,1,1,4,0,3,5,4,9,4,2,4,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
7,1841,41,36,1,5,3,1,5,3,3,4,1,5,3,2,4,3,0,2,1,5,9,3,2,4,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
4,2443,57,41,0,4,4,2,4,4,4,2,4,2,4,4,2,4,200,9,6,5,10,3,4,2,3,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
5,2150,45,51,1,4,3,4,4,4,5,4,5,4,3,3,3,3,1500,9,10,0,8,3,5,3,4,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
7,540,55,26,0,3,3,1,4,4,3,2,3,4,2,4,4,1,0,3,2,4,8,4,5,1,4,3,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4,2132,49,58,0,5,5,1,5,5,4,1,5,1,1,4,4,3,0,3,1,6,10,3,3,1,2,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
2,2251,60,37,1,4,4,2,4,4,4,2,2,4,2,4,4,2,200,10,3,2,9,4,2,4,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0
6,2806,73,31,0,5,5,1,5,5,3,3,4,4,2,5,4,2,250,6,3,5,9,4,2,3,4,3,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
1,1600,56,58,0,2,5,1,5,5,4,1,4,2,3,3,4,3,400,7,8,6,9,2,4,2,4,3,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1,2113,44,51,1,1,4,2,4,4,3,2,3,3,1,5,4,4,100,9,5,4,10,3,4,1,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
2,1637,66,41,1,2,5,1,5,5,4,2,4,1,2,5,2,5,100,9,3,2,9,4,2,2,5,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
7,604,70,40,1,3,5,1,5,4,1,2,2,4,1,4,4,4,160,8,6,1,5,2,4,4,5,2,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
3,2049,0,32,0,5,4,3,4,4,5,5,4,5,5,4,4,4,1500,9,8,5,8,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0
6,1868,31,59,0,4,4,2,2,4,1,4,2,5,5,5,4,2,50,10,2,5,9,2,1,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
2,1371,41,68,0,5,5,1,5,5,4,2,4,2,2,4,4,3,100,6,6,6,10,5,3,2,4,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
1,225,36,39,1,3,4,2,4,4,3,2,4,2,4,4,5,3,300,10,4,6,10,4,3,2,3,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
3,1917,42,72,0,3,4,1,4,4,3,2,4,2,3,3,5,2,50,7,3,5,9,4,3,3,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
7,1564,48,63,1,5,5,1,5,5,5,3,4,3,3,3,2,5,0,8,8,2,7,5,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1
6,1600,49,60,1,4,5,1,3,5,3,3,3,2,3,3,4,4,150,8,5,6,10,3,3,3,4,3,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
5,2225,64,23,1,4,5,1,5,5,5,1,5,4,3,2,1,5,200,8,6,4,10,4,3,4,3,4,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
4,2140,19,46,1,3,4,4,5,5,4,2,4,4,1,5,5,1,200,10,1,6,9,4,5,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
6,2500,20,35,1,4,3,3,4,4,4,4,2,4,3,4,4,4,100,9,6,3,8,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0
2,1902,38,49,1,4,4,3,4,4,4,5,4,4,5,5,5,5,1000,9,8,3,7,5,4,4,5,4,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
1,2500,13,43,0,2,5,4,3,4,4,3,3,5,4,4,4,4,100,5,6,1,5,5,4,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0
4,2131,72,50,1,4,4,3,4,5,4,2,4,3,3,3,4,3,160,10,6,4,10,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
7,2192,66,32,1,5,5,1,5,5,2,4,4,1,2,4,4,3,160,6,4,2,9,4,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
3,903,34,69,0,5,2,4,2,4,4,4,2,4,2,4,4,2,160,9,2,4,10,3,2,4,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
5,2142,42,74,1,6,4,2,4,4,5,2,4,2,2,2,4,2,160,8,2,4,8,2,4,2,4,4,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
2,552,2,29,1,4,5,2,5,5,5,1,4,5,3,5,2,5,500,10,10,2,10,2,4,2,3,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
4,2436,58,65,1,3,5,4,5,5,4,3,2,4,2,4,5,2,800,9,6,4,9,3,3,2,3,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
5,666,7,44,0,5,4,4,5,5,5,3,4,5,4,4,4,4,600,7,8,6,9,3,4,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0
1,2288,42,64,0,5,4,2,4,4,3,2,4,3,3,3,4,3,200,10,6,2,10,5,2,2,3,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
3,2001,53,37,1,5,3,3,4,3,4,3,2,4,2,5,4,3,0,5,5,2,6,4,2,3,3,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
7,8,59,69,0,2,5,1,5,5,5,1,5,1,1,5,4,3,20,10,7,0,8,3,4,2,4,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
5,2197,28,36,1,4,5,2,5,5,4,2,2,4,5,4,4,2,50,10,5,4,10,5,4,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
1,2600,70,40,0,3,5,2,4,4,4,2,3,2,1,5,4,1,0,7,5,6,9,2,4,1,4,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
2,1522,24,50,1,4,4,3,4,4,4,2,3,4,2,4,5,2,100,7,6,6,10,2,4,1,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
4,2796,59,43,0,3,4,4,4,4,3,2,4,3,2,4,4,2,0,5,6,4,9,4,3,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
7,666,8,61,0,1,4,2,3,4,5,1,3,2,4,4,4,2,50,10,5,4,8,4,3,3,2,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
3,1002,10,24,1,3,4,5,4,3,1,5,1,5,2,2,1,1,20,2,2,2,3,2,2,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
6,1769,66,33,0,4,4,1,5,5,4,1,5,1,5,5,4,5,0,3,2,0,3,4,5,5,5,4,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
2,372,63,43,0,5,4,1,4,5,2,3,5,1,1,4,2,4,0,9,6,6,10,4,2,2,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3,2371,33,49,1,4,4,4,3,4,4,2,4,4,5,4,4,4,160,10,7,6,9,3,4,2,2,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
7,114,11,30,0,5,3,3,3,3,3,4,2,4,4,3,4,4,100,7,4,2,7,3,2,4,3,3,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6,1895,23,59,0,1,5,3,3,3,5,3,2,5,2,4,4,2,0,7,4,4,10,5,3,2,4,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
1,2882,21,38,0,1,3,3,3,5,3,3,3,2,3,3,3,3,20,8,5,0,8,4,4,4,3,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
4,188,23,64,0,1,4,3,4,4,4,2,4,2,2,5,4,3,160,8,9,6,10,4,3,1,5,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
5,2104,20,66,0,5,5,1,4,5,5,1,4,2,3,4,1,5,200,10,1,4,9,3,4,2,3,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
1,2216,65,40,0,5,3,3,2,3,3,2,2,3,3,2,2,3,1000,7,7,1,5,2,3,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
7,2184,74,39,0,4,3,3,2,4,3,3,5,1,2,4,5,2,100,7,6,4,10,2,5,1,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
2,682,18,31,0,5,3,3,3,4,4,4,3,5,4,4,4,4,250,9,8,3,9,4,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
6,500,7,38,0,4,3,3,2,4,2,2,4,4,3,3,3,3,1600,5,6,5,5,3,2,3,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0
5,2188,31,45,0,4,5,4,4,4,5,4,5,4,3,5,4,5,1500,7,8,6,8,4,5,5,4,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
4,430,39,35,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,3,10,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3,1120,3,25,1,4,3,3,3,4,3,3,3,4,3,4,4,3,1000,9,9,4,9,5,3,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0
6,601,40,45,0,3,2,4,4,2,3,4,2,3,4,2,3,4,0,6,6,3,5,4,3,2,4,4,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3,1878,0,50,0,3,4,2,4,4,4,2,4,2,2,3,4,3,150,6,7,6,7,4,4,3,3,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
2,2549,21,58,0,2,3,1,4,4,1,3,2,2,4,1,1,3,0,3,1,0,2,4,3,3,3,2,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
7,1500,58,37,1,5,5,3,4,4,5,2,2,4,3,3,4,4,1000,9,5,5,10,4,2,3,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
5,2660,50,33,0,5,4,4,2,3,4,3,4,4,3,2,5,1,0,5,8,2,7,4,3,2,4,4,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
4,2429,2,33,1,3,4,3,4,5,5,3,4,3,4,5,5,4,600,8,8,4,10,4,4,4,4,4,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
1,2145,27,41,0,5,3,3,3,3,3,3,4,3,3,3,4,3,750,5,6,3,6,3,4,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0
6,2579,61,31,0,4,4,3,5,4,5,3,4,5,4,4,4,4,1000,10,5,6,9,4,5,3,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0
5,2073,67,35,1,3,3,4,2,3,4,2,3,4,2,4,4,2,0,3,3,3,6,3,4,2,4,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7,1544,51,40,1,1,5,1,5,5,3,1,5,4,1,5,5,1,100,10,2,4,10,5,5,1,3,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
1,1601,2,24,0,5,4,2,4,4,4,4,4,2,4,4,4,4,800,8,9,4,8,4,2,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
2,2200,59,61,1,4,5,2,5,5,5,5,4,1,1,5,1,4,0,0,6,4,8,5,2,1,5,5,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
3,521,42,74,1,3,5,1,5,5,5,1,5,1,3,3,3,4,60,10,5,3,10,1,2,1,1,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
1,1136,9,30,1,5,4,3,5,5,5,4,4,3,4,4,4,5,700,7,9,3,8,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0
2,309,60,30,0,4,3,4,3,3,4,1,5,2,4,5,4,1,0,2,8,0,5,1,3,2,5,4,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
3,1309,17,41,1,5,5,1,4,4,1,1,5,4,4,4,5,3,100,10,4,6,0,5,3,1,5,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
4,2104,55,32,0,4,4,1,4,4,2,4,3,1,3,4,2,4,1000,10,8,6,10,2,3,2,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
5,2074,62,42,1,5,4,1,4,5,3,3,4,1,2,3,1,5,100,8,4,4,10,4,2,4,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
7,1599,68,20,1,3,4,1,5,4,3,3,4,4,1,4,4,2,0,10,6,2,10,4,5,4,4,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
3,2454,72,31,1,1,5,1,5,1,5,1,5,1,1,5,1,5,500,10,10,1,10,1,5,1,1,5,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
4,2258,5,65,1,4,3,3,5,5,4,4,2,4,4,3,2,3,1500,10,10,6,5,4,3,5,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,0,0
6,2024,36,35,1,4,5,2,5,4,4,4,2,5,5,5,5,2,100,10,5,6,9,5,2,5,5,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
2,2021,39,30,0,3,4,2,4,3,2,1,5,1,1,3,4,4,600,6,7,1,5,4,1,4,3,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1,2100,26,20,0,2,4,2,4,4,2,4,4,5,4,4,4,3,800,8,9,3,8,2,2,4,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
5,1851,56,39,1,1,5,2,5,5,2,1,4,4,3,5,4,2,200,10,2,4,10,5,4,2,4,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
2,2500,40,41,0,5,3,3,4,4,4,4,4,4,3,3,3,3,1000,6,7,2,6,3,4,3,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0
3,2033,69,34,0,4,4,2,4,4,4,3,4,5,4,5,4,3,250,9,4,0,8,4,4,3,3,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
5,1675,62,26,1,5,4,4,4,4,4,3,2,4,4,2,2,4,0,5,3,1,8,4,2,4,4,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
4,2613,64,32,1,5,3,4,3,4,4,4,3,3,3,4,3,4,1200,6,8,2,7,3,3,4,4,3,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
2,2909,79,32,1,4,2,4,4,4,4,1,1,4,5,5,3,2,300,10,4,0,2,3,2,4,1,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
5,1842,57,64,1,4,3,4,3,5,2,4,2,3,1,5,4,4,0,1,5,1,8,3,3,2,5,3,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
6,1700,46,27,1,4,4,3,4,4,4,2,4,4,4,3,4,2,0,2,2,1,9,3,3,3,3,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
4,2210,36,44,0,4,3,2,5,4,4,2,4,2,4,3,1,4,600,8,2,2,8,5,2,3,4,5,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
3,1259,9,51,1,3,5,1,5,5,4,1,2,2,4,4,4,5,800,10,4,6,10,5,5,1,4,3,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
7,2078,61,63,0,6,5,1,5,5,4,1,4,1,1,5,2,2,800,10,4,6,10,2,4,1,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,2227,47,39,1,4,5,1,5,5,5,1,5,2,5,4,5,4,100,10,3,4,10,4,4,2,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1,1500,21,40,1,3,3,4,3,3,4,3,2,4,3,5,4,3,200,10,5,4,9,4,3,4,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
6,2571,30,29,1,4,4,2,4,4,4,4,5,5,5,5,4,5,1000,7,9,2,8,5,4,3,4,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
3,1403,39,64,0,4,4,3,3,3,4,3,4,4,3,3,3,4,150,7,8,6,8,3,4,3,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0
5,2448,31,63,0,4,5,3,5,5,5,4,5,1,1,4,5,2,0,2,7,6,8,4,3,1,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
4,753,19,32,1,1,5,2,4,5,1,5,1,5,1,5,5,1,200,10,3,1,10,5,2,4,3,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
4,2024,62,34,1,4,4,2,4,5,2,3,4,1,5,3,4,4,50,10,8,4,10,5,5,1,4,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
2,1172,36,47,1,4,4,4,4,4,5,5,4,4,4,4,4,4,200,9,8,4,9,4,3,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
7,47,48,32,1,4,3,4,1,5,5,4,5,4,5,4,3,5,300,8,8,3,9,2,3,5,5,5,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
